accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,experiment,seed,n
0.9650043744531933,0.96762273447123,0.9622047244094488,0.9678040244969379,0.9649061238813827,0.9300233281414375,0.032195975503062114,0.03779527559055118,5499,5531,184,216,0.993819016280008,0.9940466158938241,0.030934381500923494,URL_OOF_Specialist,42,11430
0.8604262432093607,1.0,0.5007473841554559,1.0,0.6673306772908366,0.647672250572251,0.0,0.4992526158445441,335,1724,0,334,0.9935605311803121,0.9869526695860382,0.091254398191047,EMAIL_OOF_Specialist,42,2393
0.9725604527525296,0.9655172413793104,0.8706118355065195,0.993587091435664,0.9156118143459916,0.9009967928473647,0.006412908564335954,0.12938816449348045,868,4803,31,129,0.9871318548114346,0.9664521950769952,0.023312270118841745,SMS_OOF_Specialist,42,5831
0.98065,0.9749036656456872,0.9867,0.9746,0.98076636350082,0.9613703796948126,0.0254,0.0133,9867,9746,254,133,0.998712465,0.9987324873304921,0.0359849756,QR_OOF_Specialist,42,20000
