accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,modality,outer_seed,split,n
0.9662073490813649,0.9706336939721792,0.9615048118985127,0.9709098862642169,0.9660476870673552,0.9324559394674157,0.029090113735783026,0.03849518810148731,4396,4439,133,176,0.9936898369167108,0.993940594043985,0.03179203241955866,url,44,outer_train_inner_oof,9144
0.9654418197725284,0.9741532976827094,0.9562554680664916,0.9746281714785652,0.965121412803532,0.9310407921183266,0.02537182852143482,0.04374453193350831,1093,1114,29,50,0.9937655430866417,0.9941074023486391,0.030480585933702734,url,44,outer_test_untouched,2286
0.990073145245559,0.9923664122137404,0.9719626168224299,0.9970993473531544,0.9820585457979226,0.9752984370905129,0.0029006526468455403,0.028037383177570093,520,1375,4,15,0.9980793342053363,0.9974087062440514,0.009441726335118222,email,44,outer_train_inner_oof,1914
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,134,345,0,0,1.0,1.0,0.002754525704417736,email,44,outer_test_untouched,479
0.972770154373928,0.9705056179775281,0.8670012547051443,0.9945694336695112,0.9158383035122598,0.9016929981682009,0.005430566330488751,0.1329987452948557,691,3846,21,106,0.9868348432299946,0.9682425251315795,0.02277150071046482,sms,44,outer_train_inner_oof,4664
0.9725792630676949,0.9615384615384616,0.875,0.9927611168562565,0.9162303664921466,0.9013108761443096,0.007238883143743537,0.125,175,960,7,25,0.9868407445708377,0.9665369861364874,0.024185314059079782,sms,44,outer_test_untouched,1167
0.979375,0.9724069967972407,0.98675,0.972,0.9795259957811143,0.9588543110443748,0.028,0.01325,7894,7776,224,106,0.9985309765624999,0.9985541996764171,0.03895846100000001,qr,44,outer_train_inner_oof,16000
0.98075,0.9785963165754107,0.983,0.9785,0.9807932152656523,0.9615097353353557,0.0215,0.017,1966,1957,43,34,0.99867275,0.9986980655924966,0.035307243999999995,qr,44,outer_test_untouched,4000
