accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,experiment,seed,n_train,n_test,train_time_sec,predict_time_sec,multichannel_test_rows,pair_interaction_activation_rate
0.9794503277861826,0.9753298909925416,0.9778544722461893,0.980695847362514,0.9765905500502657,0.9582805981670873,0.019304152637485972,0.022145527753810755,3400,4369,86,77,0.9958235730261423,0.9955484451159998,0.029624788914330923,DISJOINT_V1_AverageScore,42,31722,7932,0.0,0.002488199999788776,0,0.0
0.9794503277861826,0.9753298909925416,0.9778544722461893,0.980695847362514,0.9765905500502657,0.9582805981670873,0.019304152637485972,0.022145527753810755,3400,4369,86,77,0.9792751598043516,0.963438209690322,0.020549672213817448,DISJOINT_V2_TrueMajorityVote,42,31722,7932,0.0,0.0020851000008406118,0,0.0
0.9789460413514877,0.9744839449541285,0.9775668679896462,0.9800224466891133,0.9760229720028715,0.9572606958421226,0.019977553310886645,0.022433132010353754,3399,4366,89,78,0.997417662387464,0.9971096966894456,0.016332546758169607,DISJOINT_V3_LearnedLateFusion,42,31722,7932,0.031198100001347484,0.0018537000032665674,0,0.0
0.9789460413514877,0.9744839449541285,0.9775668679896462,0.9800224466891133,0.9760229720028715,0.9572606958421226,0.019977553310886645,0.022433132010353754,3399,4366,89,78,0.9974113357393964,0.9971130454802478,0.016328358456915583,DISJOINT_V4_TGA,42,31722,7932,3.3093996999996307,0.8695402000012109,0,0.0
0.9786938981341402,0.974197247706422,0.9772792637331033,0.9797979797979798,0.9757358219669777,0.9567488004234587,0.020202020202020204,0.02272073626689675,3398,4365,90,79,0.9973802512389417,0.9970529854347737,0.016525085695947836,DISJOINT_V5_RFF_Control,42,31722,7932,0.4366417999990517,0.0468923000007635,0,0.0
0.9786938981341402,0.9714937286202965,0.9801553062985332,0.9775533108866442,0.9758052970651396,0.9568023716152143,0.02244668911335578,0.01984469370146678,3408,4355,100,69,0.9875727524179254,0.9767479105186568,0.020648258652744743,DISJOINT_V6_QTG_NoEntangle,42,31722,7932,53.962252599998465,0.002277199997479329,0,0.0
0.9786938981341402,0.9714937286202965,0.9801553062985332,0.9775533108866442,0.9758052970651396,0.9568023716152143,0.02244668911335578,0.01984469370146678,3408,4355,100,69,0.9875727524179254,0.9767479105186568,0.020648258652744743,DISJOINT_V7_QTG_Entangled,42,31722,7932,53.978449199999886,0.0022797999990871176,0,0.0
0.9788199697428139,0.9744766274734729,0.9772792637331033,0.9800224466891133,0.9758759333716255,0.9570027330592997,0.019977553310886645,0.02272073626689675,3398,4366,89,79,0.9959319975713419,0.9962404441946563,0.01660695574106664,DISJOINT_V8_Proposed_RC_QTG,42,31722,7932,53.335633900001994,0.0026324999998905696,0,0.0
