accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,seed,experiment,modality,n,is_macro_row
0.986,0.9835820895522388,0.9885,0.9835,0.9860349127182045,0.9720121502278173,0.0165,0.0115,1977.0,1967.0,33.0,23.0,0.9990824999999999,0.9991238828442071,0.01107752688565306,43,V8_RC_QTG_CACHED,qr,4000,0
,,,,0.9705331881750511,,,,,,,,,,,43,V8_RC_QTG_CACHED,MACRO,7932,1
0.9650043744531933,0.970770593445527,0.9588801399825022,0.9711286089238845,0.9647887323943662,0.930078519034214,0.028871391076115485,0.04111986001749781,1096.0,1110.0,33.0,47.0,0.9775203624481323,0.9637022055459729,0.031547481545733454,43,V9A_RC_QTG_ReliabilityCircuitOnly,url,2286,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,134.0,345.0,0.0,0.0,1.0,1.0,0.004457145631446768,43,V9A_RC_QTG_ReliabilityCircuitOnly,email,479,0
0.9811482433590403,0.9587628865979382,0.93,0.9917269906928645,0.9441624365482234,0.9329819780644381,0.008273009307135471,0.07,186.0,959.0,8.0,14.0,0.9906618407445709,0.9537093635707762,0.016437499145381142,43,V9A_RC_QTG_ReliabilityCircuitOnly,sms,1167,0
0.986,0.9835820895522388,0.9885,0.9835,0.9860349127182045,0.9720121502278173,0.0165,0.0115,1977.0,1967.0,33.0,23.0,0.9983354999999999,0.9986581585915882,0.01119748325342017,43,V9A_RC_QTG_ReliabilityCircuitOnly,qr,4000,0
,,,,0.9737465204151986,,,,,,,,,,,43,V9A_RC_QTG_ReliabilityCircuitOnly,MACRO,7932,1
0.9645669291338582,0.9674295774647887,0.9615048118985127,0.9676290463692039,0.9644580956559895,0.929151282920256,0.03237095363079615,0.03849518810148731,1099.0,1106.0,37.0,44.0,0.9933701966169365,0.9940525124319994,0.027498329343406694,43,V9B_QTG_Pair_PostQuantumFeaturesOnly,url,2286,0
0.9937369519832986,0.9781021897810219,1.0,0.991304347826087,0.988929889298893,0.9846811429839323,0.008695652173913044,0.0,134.0,342.0,3.0,0.0,1.0,1.0,0.0034397322286311015,43,V9B_QTG_Pair_PostQuantumFeaturesOnly,email,479,0
0.9785775492716366,0.926829268292683,0.95,0.984488107549121,0.9382716049382716,0.9254171574787119,0.015511892450879007,0.05,190.0,952.0,15.0,10.0,0.9934281282316443,0.9816031844258054,0.016381356915488397,43,V9B_QTG_Pair_PostQuantumFeaturesOnly,sms,1167,0
0.984,0.9777887462981244,0.9905,0.9775,0.9841033283656234,0.9680818063691033,0.0225,0.0095,1981.0,1955.0,45.0,19.0,0.9990825000000001,0.9991238828442071,0.011174269762677429,43,V9B_QTG_Pair_PostQuantumFeaturesOnly,qr,4000,0
,,,,0.9689407295646943,,,,,,,,,,,43,V9B_QTG_Pair_PostQuantumFeaturesOnly,MACRO,7932,1
0.9641294838145232,0.9674008810572687,0.9606299212598425,0.9676290463692039,0.9640035118525022,0.9282817051246306,0.03237095363079615,0.03937007874015748,1098.0,1106.0,37.0,45.0,0.9933701966169365,0.9940525124319994,0.027487629080219154,43,V9C_QTG_Pair_ActiveScoreSkipOnly,url,2286,0
0.9937369519832986,0.9781021897810219,1.0,0.991304347826087,0.988929889298893,0.9846811429839323,0.008695652173913044,0.0,134.0,342.0,3.0,0.0,1.0,1.0,0.0030379636892287143,43,V9C_QTG_Pair_ActiveScoreSkipOnly,email,479,0
0.9777206512425022,0.9223300970873787,0.95,0.983453981385729,0.9359605911330049,0.9226263276048383,0.016546018614270942,0.05,190.0,951.0,16.0,10.0,0.9934281282316442,0.9816031844258053,0.016426903538736284,43,V9C_QTG_Pair_ActiveScoreSkipOnly,sms,1167,0
0.984,0.9777887462981244,0.9905,0.9775,0.9841033283656234,0.9680818063691033,0.0225,0.0095,1981.0,1955.0,45.0,19.0,0.9990825,0.9991238828442068,0.011182031151477987,43,V9C_QTG_Pair_ActiveScoreSkipOnly,qr,4000,0
,,,,0.9682493301625058,,,,,,,,,,,43,V9C_QTG_Pair_ActiveScoreSkipOnly,MACRO,7932,1
