accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,seed,experiment,modality,n,is_macro_row
0.5,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1143.0,0.0,1143.0,0.0,0.5,0.5,0.25380271906610474,42,V0_SourcePrior_MaskOnly,url,2286,0
0.7202505219206681,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,345.0,0.0,134.0,0.5,0.2797494780793319,0.20424361891996268,42,V0_SourcePrior_MaskOnly,email,479,0
0.8286203941730934,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,967.0,0.0,200.0,0.5,0.1713796058269066,0.1434138808181756,42,V0_SourcePrior_MaskOnly,sms,1167,0
0.5,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,2000.0,0.0,2000.0,0.0,0.5,0.5,0.25380397622224393,42,V0_SourcePrior_MaskOnly,qr,4000,0
,,,,0.3333333333333333,,,,,,,,,,,42,V0_SourcePrior_MaskOnly,MACRO,7932,1
0.9676290463692039,0.9635732870771899,0.9720034995625547,0.963254593175853,0.9677700348432056,0.9352938886932063,0.03674540682414698,0.02799650043744532,1111.0,1101.0,42.0,32.0,0.994429556760348,0.9949121523623118,0.02552130916001588,42,V4_TGA_CACHED,url,2286,0
0.9979123173277662,1.0,0.9925373134328358,1.0,0.9962546816479401,0.9948209429242619,0.0,0.007462686567164179,133.0,345.0,0.0,1.0,0.9993078087821762,0.9985614098183782,0.00233810242171843,42,V4_TGA_CACHED,email,479,0
0.9802913453299057,0.9783783783783784,0.905,0.9958634953464323,0.9402597402597402,0.9294919131557965,0.004136504653567736,0.095,181.0,963.0,4.0,19.0,0.98782316442606,0.9732836406685011,0.01691088634797843,42,V4_TGA_CACHED,sms,1167,0
0.98275,0.9786812097174021,0.987,0.9785,0.9828230022404779,0.9655348805776027,0.0215,0.013,1974.0,1957.0,43.0,26.0,0.99896025,0.998967699151945,0.012579967778091035,42,V4_TGA_CACHED,qr,4000,0
,,,,0.971776864747841,,,,,,,,,,,42,V4_TGA_CACHED,MACRO,7932,1
0.9671916010498688,0.9643478260869566,0.9702537182852143,0.9641294838145232,0.9672917575228958,0.9344007251966416,0.03587051618547681,0.02974628171478565,1109.0,1102.0,41.0,34.0,0.9944291740435333,0.9949121523623119,0.025841506355078765,42,V5_RFF_CACHED,url,2286,0
0.9979123173277662,1.0,0.9925373134328358,1.0,0.9962546816479401,0.9948209429242619,0.0,0.007462686567164179,133.0,345.0,0.0,1.0,0.9993078087821761,0.9985614098183782,0.0024311811481375328,42,V5_RFF_CACHED,email,479,0
0.9794344473007712,0.9680851063829787,0.91,0.9937952430196484,0.9381443298969072,0.9264628631475997,0.0062047569803516025,0.09,182.0,961.0,6.0,18.0,0.98782316442606,0.9732836406685014,0.017630944353025573,42,V5_RFF_CACHED,sms,1167,0
0.98275,0.9786812097174021,0.987,0.9785,0.9828230022404779,0.9655348805776027,0.0215,0.013,1974.0,1957.0,43.0,26.0,0.9989602499999999,0.9989676952359345,0.012565862095652363,42,V5_RFF_CACHED,qr,4000,0
,,,,0.9711284428270552,,,,,,,,,,,42,V5_RFF_CACHED,MACRO,7932,1
0.9671916010498688,0.9564102564102565,0.979002624671916,0.9553805774278216,0.9675745784695201,0.9346440046856874,0.04461942257217848,0.02099737532808399,1119.0,1092.0,51.0,24.0,0.9653897702857135,0.9441284474830509,0.036294396709272814,42,V7_QTG_Pair_CACHED,url,2286,0
0.9979123173277662,1.0,0.9925373134328358,1.0,0.9962546816479401,0.9948209429242619,0.0,0.007462686567164179,133.0,345.0,0.0,1.0,0.9931429807484319,0.9947546083330576,0.0034525075747002705,42,V7_QTG_Pair_CACHED,email,479,0
0.9794344473007712,0.9680851063829787,0.91,0.9937952430196484,0.9381443298969072,0.9264628631475997,0.0062047569803516025,0.09,182.0,961.0,6.0,18.0,0.950139607032058,0.9195888195636128,0.022574044099251334,42,V7_QTG_Pair_CACHED,sms,1167,0
0.98275,0.9786812097174021,0.987,0.9785,0.9828230022404779,0.9655348805776027,0.0215,0.013,1974.0,1957.0,43.0,26.0,0.9980105,0.9982588461800916,0.013203834041016473,42,V7_QTG_Pair_CACHED,qr,4000,0
,,,,0.9711991480637112,,,,,,,,,,,42,V7_QTG_Pair_CACHED,MACRO,7932,1
0.968066491688539,0.9596219931271478,0.9772528433945756,0.9588801399825022,0.9683571738188123,0.936291022149069,0.04111986001749781,0.022747156605424323,1117.0,1096.0,47.0,26.0,0.9941938032024211,0.9948415960740857,0.02594917920395777,42,V8_RC_QTG_CACHED,url,2286,0
0.9979123173277662,1.0,0.9925373134328358,1.0,0.9962546816479401,0.9948209429242619,0.0,0.007462686567164179,133.0,345.0,0.0,1.0,0.9993078087821761,0.9985614098183782,0.0022124711006006946,42,V8_RC_QTG_CACHED,email,479,0
