accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,experiment,seed,n_train,n_test,train_time_sec,predict_time_sec,feature_dim,source,pair_interaction_activation_rate,multichannel_test_rows
0.5616490166414524,0.5,0.903940178314639,0.29450056116722784,0.6438594694253815,0.24280349425112197,0.7054994388327722,0.09605982168536094,3143,1312,3143,334,0.601175755897259,0.4958528818343631,0.23456954274477612,V0_SourcePrior_MaskOnly,43,31722,7932,0.006877999985590577,0.0005429000011645257,4.0,v9_new,0.0,
0.9800806858295512,0.9786558984713009,0.9758412424503883,0.9833894500561168,0.9772465437788018,0.9595367517013486,0.016610549943883276,0.024158757549611734,3393,4381,74,84,0.9925566662696372,0.982040956462953,0.017426249380654332,V9A_RC_QTG_ReliabilityCircuitOnly,43,31722,7932,0.02020599995739758,0.0006842000293545425,20.0,v9_new,0.0,
0.9781896116994453,0.9714611872146118,0.9790048892723612,0.9775533108866442,0.9752184500787853,0.9557663668526516,0.02244668911335578,0.02099511072763877,3404,4355,100,73,0.9976344469202298,0.9972983312927867,0.016177878868838463,V9B_QTG_Pair_PostQuantumFeaturesOnly,43,31722,7932,0.02488049998646602,0.0006890000076964498,24.0,v9_new,0.0,
0.9779374684820978,0.971175799086758,0.9787172850158182,0.9773288439955107,0.9749319581721816,0.9552547195944884,0.022671156004489337,0.021282714984181765,3403,4354,101,74,0.9976399343190638,0.9973006768277981,0.016161147972786023,V9C_QTG_Pair_ActiveScoreSkipOnly,43,31722,7932,0.028382099990267307,0.0006707000429742038,21.0,v9_new,0.0,
0.9789460413514876,0.9739404352806414,0.9781420765027322,0.9795735129068462,0.9760367341081936,0.9572693498257472,0.0204264870931537,0.0218579234972677,3401,4364,91,76,0.9972782824570764,0.9970859444498984,0.0160556068718377,V4_TGA_CACHED,43,31722,7932,3.1882229000002558,0.7912394000013592,,cached_v8,0.0,0.0
0.978819969742814,0.97366160893215,0.9781420765027322,0.9793490460157128,0.975896700143472,0.9570157611289324,0.0206509539842873,0.0218579234972677,3401,4363,92,76,0.9973154676538818,0.9970658939043396,0.016238687632668,V5_RFF_CACHED,43,31722,7932,0.4235741999982565,0.0515269999996235,,cached_v8,0.0,0.0
0.9789460413514876,0.9725870930896632,0.9795800977854472,0.9784511784511783,0.9760710703539188,0.957295357994784,0.0215488215488215,0.0204199022145527,3406,4359,96,71,0.98773601867265,0.9789609542813056,0.0197935140003315,V7_QTG_Pair_CACHED,43,31722,7932,53.11610540000038,0.0045492999997804,,cached_v8,0.0,0.0
0.97970247100353,0.9753440366972476,0.9784296807592752,0.980695847362514,0.9768844221105528,0.958796382098114,0.0193041526374859,0.0215703192407247,3402,4369,86,75,0.9965437457049,0.9966487926470358,0.0160932880533784,V8_RC_QTG_CACHED,43,31722,7932,54.57637669999895,0.0027451999994809,,cached_v8,0.0,0.0
