accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,seed,experiment,modality,n,is_macro_row
0.5,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,1143.0,0.0,1143.0,0.0,0.5,0.5,0.25380272641729107,46,V0_SourcePrior_MaskOnly,url,2286,0
0.7202505219206681,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,345.0,0.0,134.0,0.5,0.2797494780793319,0.20424361579204758,46,V0_SourcePrior_MaskOnly,email,479,0
0.8286203941730934,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,967.0,0.0,200.0,0.5,0.1713796058269066,0.1434138808181756,46,V0_SourcePrior_MaskOnly,sms,1167,0
0.5,0.5,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,2000.0,0.0,2000.0,0.0,0.5,0.5,0.25380397622224393,46,V0_SourcePrior_MaskOnly,qr,4000,0
,,,,0.3333333333333333,,,,,,,,,,,46,V0_SourcePrior_MaskOnly,MACRO,7932,1
0.9645669291338582,0.9690812720848057,0.9597550306211724,0.9693788276465442,0.9643956043956043,0.9291768882699807,0.03062117235345582,0.04024496937882765,1097.0,1108.0,35.0,46.0,0.9933767028027882,0.9942573280450463,0.027125294930604227,46,V4_TGA_CACHED,url,2286,0
0.9937369519832986,0.9924812030075187,0.9850746268656716,0.9971014492753624,0.9887640449438202,0.9844358665014501,0.002898550724637681,0.014925373134328358,132.0,344.0,1.0,2.0,0.99978369024443,0.9994628432695657,0.004634939009770615,46,V4_TGA_CACHED,email,479,0
0.976006855184233,0.9257425742574258,0.935,0.984488107549121,0.9303482587064676,0.9158724808938582,0.015511892450879007,0.065,187.0,952.0,15.0,13.0,0.9897673216132367,0.9742057439247044,0.02017473724395842,46,V4_TGA_CACHED,sms,1167,0
0.98325,0.9791769955379276,0.9875,0.979,0.9833208862335076,0.9665349167045604,0.021,0.0125,1975.0,1958.0,42.0,25.0,0.9988695000000001,0.9988694101884547,0.013174788741646484,46,V4_TGA_CACHED,qr,4000,0
,,,,0.9667071985698499,,,,,,,,,,,46,V4_TGA_CACHED,MACRO,7932,1
0.9658792650918635,0.9642545771578029,0.9676290463692039,0.9641294838145232,0.965938864628821,0.9317642358306442,0.03587051618547681,0.03237095363079615,1106.0,1102.0,41.0,37.0,0.9933767028027882,0.9942573280450463,0.027719450557913725,46,V5_RFF_CACHED,url,2286,0
0.9916492693110647,0.9924242424242424,0.9776119402985075,0.9971014492753624,0.9849624060150376,0.9792355591561567,0.002898550724637681,0.022388059701492536,131.0,344.0,1.0,3.0,0.99978369024443,0.9994628432695657,0.004795687322500062,46,V5_RFF_CACHED,email,479,0
0.9751499571550986,0.9211822660098522,0.935,0.983453981385729,0.9280397022332506,0.9130595432901775,0.016546018614270942,0.065,187.0,951.0,16.0,13.0,0.9894777662874868,0.9686554887875581,0.020267491885429544,46,V5_RFF_CACHED,sms,1167,0
0.983,0.9810756972111554,0.985,0.981,0.9830339321357285,0.9660077280927373,0.019,0.015,1970.0,1962.0,38.0,30.0,0.9988695,0.9988694073666299,0.01291824223186782,46,V5_RFF_CACHED,qr,4000,0
,,,,0.9654937262532094,,,,,,,,,,,46,V5_RFF_CACHED,MACRO,7932,1
0.9645669291338582,0.9617391304347827,0.9676290463692039,0.9615048118985127,0.9646750981247274,0.929151282920256,0.03849518810148731,0.03237095363079615,1106.0,1099.0,44.0,37.0,0.9660047962071232,0.9565756963014782,0.036621919133755544,46,V7_QTG_Pair_CACHED,url,2286,0
0.9916492693110647,0.9850746268656716,0.9850746268656716,0.9942028985507246,0.9850746268656716,0.9792775254163962,0.005797101449275362,0.014925373134328358,132.0,343.0,2.0,2.0,0.9925156824572788,0.9944670807467056,0.0060799427053583295,46,V7_QTG_Pair_CACHED,email,479,0
0.976006855184233,0.9257425742574258,0.935,0.984488107549121,0.9303482587064676,0.9158724808938582,0.015511892450879007,0.065,187.0,952.0,15.0,13.0,0.9670217166494313,0.9251787492287133,0.02574045111361128,46,V7_QTG_Pair_CACHED,sms,1167,0
0.9835,0.9806163021868787,0.9865,0.9805,0.9835493519441675,0.967017406469976,0.0195,0.0135,1973.0,1961.0,39.0,27.0,0.9978275000000001,0.9978377562036953,0.013664828884192964,46,V7_QTG_Pair_CACHED,qr,4000,0
,,,,0.9659118339102586,,,,,,,,,,,46,V7_QTG_Pair_CACHED,MACRO,7932,1
0.9663167104111986,0.9650959860383944,0.9676290463692039,0.9650043744531933,0.9663608562691132,0.9326366332494246,0.03499562554680665,0.03237095363079615,1106.0,1103.0,40.0,37.0,0.9933767028027883,0.9942573280450463,0.027790168164714846,46,V8_RC_QTG_CACHED,url,2286,0
0.9937369519832986,0.9851851851851852,0.9925373134328358,0.9942028985507246,0.9888475836431226,0.9845066823663025,0.005797101449275362,0.007462686567164179,133.0,343.0,2.0,1.0,0.99978369024443,0.9994628432695657,0.004837304289847183,46,V8_RC_QTG_CACHED,email,479,0
0.976006855184233,0.9257425742574258,0.935,0.984488107549121,0.9303482587064676,0.9158724808938582,0.015511892450879007,0.065,187.0,952.0,15.0,13.0,0.9894519131334022,0.9741546898676645,0.0209344043996679,46,V8_RC_QTG_CACHED,sms,1167,0
0.98375,0.9830254618072891,0.9845,0.983,0.9837621783662254,0.9675010884393368,0.017,0.0155,1969.0,1966.0,34.0,31.0,0.9988695000000001,0.9988694101884548,0.012820819730646308,46,V8_RC_QTG_CACHED,qr,4000,0
,,,,0.9673297192462322,,,,,,,,,,,46,V8_RC_QTG_CACHED,MACRO,7932,1
0.9671916010498688,0.9750889679715302,0.9588801399825022,0.9755030621172354,0.9669166299073666,0.9345123239625338,0.024496937882764653,0.04111986001749781,1096.0,1115.0,28.0,47.0,0.9809583075956275,0.9677261778657721,0.029716754567277757,46,V9A_RC_QTG_ReliabilityCircuitOnly,url,2286,0
0.9937369519832986,1.0,0.9776119402985075,1.0,0.9886792452830189,0.9844715593444043,0.0,0.022388059701492536,131.0,345.0,0.0,3.0,0.999480856586632,0.9987411333493518,0.007621508946823126,46,V9A_RC_QTG_ReliabilityCircuitOnly,email,479,0
0.974293059125964,0.9292929292929293,0.92,0.9855222337125129,0.9246231155778895,0.9091444030507061,0.014477766287487074,0.08,184.0,953.0,14.0,16.0,0.9871664943123059,0.9553226912375408,0.021950713258505335,46,V9A_RC_QTG_ReliabilityCircuitOnly,sms,1167,0
0.98375,0.9830254618072891,0.9845,0.983,0.9837621783662254,0.9675010884393368,0.017,0.0155,1969.0,1966.0,34.0,31.0,0.9981157499999999,0.9980121362624015,0.013094101516143593,46,V9A_RC_QTG_ReliabilityCircuitOnly,qr,4000,0
,,,,0.965995292283625,,,,,,,,,,,46,V9A_RC_QTG_ReliabilityCircuitOnly,MACRO,7932,1
0.9650043744531933,0.9650043744531933,0.9650043744531933,0.9650043744531933,0.9650043744531933,0.9300087489063867,0.03499562554680665,0.03499562554680665,1103.0,1103.0,40.0,40.0,0.9933767028027882,0.9942573280450463,0.027403923964370698,46,V9B_QTG_Pair_PostQuantumFeaturesOnly,url,2286,0
0.9937369519832986,0.9851851851851852,0.9925373134328358,0.9942028985507246,0.9888475836431226,0.9845066823663025,0.005797101449275362,0.007462686567164179,133.0,343.0,2.0,1.0,0.99978369024443,0.9994628432695657,0.004828472351940663,46,V9B_QTG_Pair_PostQuantumFeaturesOnly,email,479,0
0.974293059125964,0.9166666666666666,0.935,0.9824198552223371,0.9257425742574258,0.9102656254683413,0.017580144777662874,0.065,187.0,950.0,17.0,13.0,0.9897673216132367,0.9742057439247044,0.020453140604313316,46,V9B_QTG_Pair_PostQuantumFeaturesOnly,sms,1167,0
0.9835,0.9806163021868787,0.9865,0.9805,0.9835493519441675,0.967017406469976,0.0195,0.0135,1973.0,1961.0,39.0,27.0,0.9988695000000001,0.9988694101884547,0.01300432765047204,46,V9B_QTG_Pair_PostQuantumFeaturesOnly,qr,4000,0
,,,,0.9657859710744773,,,,,,,,,,,46,V9B_QTG_Pair_PostQuantumFeaturesOnly,MACRO,7932,1
0.9654418197725284,0.9666666666666667,0.9641294838145232,0.9667541557305337,0.9653964082347788,0.9308868459450167,0.033245844269466314,0.03587051618547681,1102.0,1105.0,38.0,41.0,0.9933767028027882,0.9942573280450463,0.027336150326255842,46,V9C_QTG_Pair_ActiveScoreSkipOnly,url,2286,0
0.9937369519832986,0.9851851851851852,0.9925373134328358,0.9942028985507246,0.9888475836431226,0.9845066823663025,0.005797101449275362,0.007462686567164179,133.0,343.0,2.0,1.0,0.99978369024443,0.9994628432695657,0.004704341182681379,46,V9C_QTG_Pair_ActiveScoreSkipOnly,email,479,0
0.9734361610968295,0.9121951219512195,0.935,0.9813857290589452,0.9234567901234568,0.907490496335941,0.01861427094105481,0.065,187.0,949.0,18.0,13.0,0.9897673216132367,0.9742057439247044,0.020614263658668093,46,V9C_QTG_Pair_ActiveScoreSkipOnly,sms,1167,0
0.9835,0.9806163021868787,0.9865,0.9805,0.9835493519441675,0.967017406469976,0.0195,0.0135,1973.0,1961.0,39.0,27.0,0.9988695,0.9988694101884548,0.013016666119839104,46,V9C_QTG_Pair_ActiveScoreSkipOnly,qr,4000,0
,,,,0.9653125334863815,,,,,,,,,,,46,V9C_QTG_Pair_ActiveScoreSkipOnly,MACRO,7932,1
