accuracy,precision,recall,specificity,f1,mcc,fpr,fnr,tp,tn,fp,fn,roc_auc,pr_auc,brier,seed,experiment,modality,n,is_macro_row
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,134.0,345.0,0.0,0.0,1.0,1.0,0.0050853817533688,44,V9A_RC_QTG_ReliabilityCircuitOnly,email,479,0
0.9700085689802913,0.9230769230769231,0.9,0.984488107549121,0.9113924050632911,0.8934490567670001,0.015511892450879007,0.1,180.0,952.0,15.0,20.0,0.9833815925542917,0.9368854256270157,0.02578325847510058,44,V9A_RC_QTG_ReliabilityCircuitOnly,sms,1167,0
0.98125,0.983911513323278,0.9785,0.984,0.9811982953121083,0.9625145581427887,0.016,0.0215,1957.0,1968.0,32.0,43.0,0.9972935,0.997495307810279,0.014634385216334636,44,V9A_RC_QTG_ReliabilityCircuitOnly,qr,4000,0
,,,,0.9644663564125311,,,,,,,,,,,44,V9A_RC_QTG_ReliabilityCircuitOnly,MACRO,7932,1
0.9667541557305337,0.9675723049956179,0.9658792650918635,0.9676290463692039,0.9667250437828371,0.9335097405416592,0.03237095363079615,0.03412073490813648,1104.0,1106.0,37.0,39.0,0.9937655430866417,0.9941074023486391,0.025443747952631133,44,V9B_QTG_Pair_PostQuantumFeaturesOnly,url,2286,0
0.9979123173277662,0.9925925925925926,1.0,0.9971014492753624,0.9962825278810409,0.9948444665444259,0.002898550724637681,0.0,134.0,344.0,1.0,0.0,1.0,1.0,0.0012318817586603585,44,V9B_QTG_Pair_PostQuantumFeaturesOnly,email,479,0
0.9665809768637532,0.896551724137931,0.91,0.9782833505687694,0.9032258064516129,0.8830661163435742,0.02171664943123061,0.09,182.0,946.0,21.0,18.0,0.9868407445708376,0.9665369861364874,0.0249066641201385,44,V9B_QTG_Pair_PostQuantumFeaturesOnly,sms,1167,0
0.98125,0.9824561403508771,0.98,0.9825,0.981226533166458,0.9625030078265991,0.0175,0.02,1960.0,1965.0,35.0,40.0,0.99867275,0.9986980655924969,0.013956098632652174,44,V9B_QTG_Pair_PostQuantumFeaturesOnly,qr,4000,0
,,,,0.9618649778204872,,,,,,,,,,,44,V9B_QTG_Pair_PostQuantumFeaturesOnly,MACRO,7932,1
0.9671916010498688,0.968421052631579,0.9658792650918635,0.968503937007874,0.9671484888304862,0.9343864205538326,0.031496062992125984,0.03412073490813648,1104.0,1107.0,36.0,39.0,0.9937655430866417,0.9941074023486391,0.025445354297688766,44,V9C_QTG_Pair_ActiveScoreSkipOnly,url,2286,0
0.9979123173277662,0.9925925925925926,1.0,0.9971014492753624,0.9962825278810409,0.9948444665444259,0.002898550724637681,0.0,134.0,344.0,1.0,0.0,1.0,1.0,0.0012024344316426828,44,V9C_QTG_Pair_ActiveScoreSkipOnly,email,479,0
0.9665809768637532,0.896551724137931,0.91,0.9782833505687694,0.9032258064516129,0.8830661163435742,0.02171664943123061,0.09,182.0,946.0,21.0,18.0,0.9868407445708376,0.9665369861364874,0.025017385892193635,44,V9C_QTG_Pair_ActiveScoreSkipOnly,sms,1167,0
0.9815,0.9824649298597194,0.9805,0.9825,0.9814814814814815,0.963001926005778,0.0175,0.0195,1961.0,1965.0,35.0,39.0,0.99867275,0.9986980655924969,0.013955204696496644,44,V9C_QTG_Pair_ActiveScoreSkipOnly,qr,4000,0
,,,,0.9620345761611554,,,,,,,,,,,44,V9C_QTG_Pair_ActiveScoreSkipOnly,MACRO,7932,1
