accuracy,precision,recall,f1,auc,experiment,train_time_sec,predict_time_sec,n_train,n_test
0.9619422572178478,0.9575389948006933,0.9667541557305337,0.9621245102307358,0.993641925555456,URL_RF_Baseline,0.6416,0.1341,9144,2286
0.963254593175853,0.9616390584132519,0.9650043744531933,0.9633187772925764,0.9927348867043413,URL_ExtraTrees_Strong,0.763,0.2274,9144,2286
0.9619422572178478,0.9623467600700525,0.9615048118985127,0.9619256017505471,0.9931007639793058,URL_GraphTrust_Agent,1.0535,0.2879,9144,2286
0.6933508311461067,0.7386609071274298,0.5984251968503937,0.6611889801836636,0.811182066808578,URL_QuantumGraph_Agent,1.4249,0.2821,9144,2286
0.9619422572178478,0.9623467600700525,0.9615048118985127,0.9619256017505471,0.9931007639793058,URL_NoQuantum_GraphOnly,1.1175,0.2827,9144,2286
0.9015748031496063,0.872564935064935,0.9405074365704287,0.9052631578947369,0.9675398733513516,URL_NoGraph_QuantumOnly,1.5827,0.3189,9144,2286
