accuracy,precision,recall,f1,auc,experiment,train_time_sec,predict_time_sec,n_train,n_test
0.9845758354755784,0.9789473684210527,0.93,0.9538461538461539,0.9924922440537745,SMS_TFIDF_SVM_Baseline,0.109,0.0307,4664,1167
0.9734361610968295,0.9774011299435028,0.865,0.9177718832891246,0.9883453981385729,SMS_SemanticCompressed_Agent,2.7277,0.0854,4664,1167
0.6298200514138818,0.22380952380952382,0.47,0.3032258064516129,0.5822595656670114,SMS_QuantumText_Agent,2.5595,0.0954,4664,1167
0.9768637532133676,0.9219512195121952,0.945,0.9333333333333333,0.990651499482937,SMS_NoQuantum_TextOnly,2.3672,0.0734,4664,1167
