accuracy,precision,recall,f1,auc,experiment,train_time_sec,predict_time_sec,n_train,n_test,human_accuracy,human_precision,human_recall,human_f1,human_auc,llm_accuracy,llm_precision,llm_recall,llm_f1,llm_auc
0.9916492693110647,0.9924242424242424,0.9776119402985075,0.9849624060150376,0.9998918451222151,EMAIL_TFIDF_SVM_Baseline,0.8664,0.2649,1912,479,0.9830508474576272,0.9902912621359223,0.9714285714285714,0.9807692307692307,0.9996364958197019,1.0,1.0,1.0,1.0,1.0
0.9937369519832986,0.9924812030075187,0.9850746268656716,0.9887640449438202,0.9995673804888601,EMAIL_SemanticCompressed_Agent,4.5366,0.3419,1912,479,0.9915254237288136,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.9991275899672847,0.9958847736625515,1.0,0.9655172413793104,0.9824561403508771,1.0
0.6012526096033403,0.3507853403141361,0.5,0.4123076923076923,0.6061648280337444,EMAIL_QuantumText_Agent,4.1702,0.323,1912,479,0.6101694915254238,0.5670103092783505,0.5238095238095238,0.5445544554455446,0.6413667757179207,0.5925925925925926,0.1276595744680851,0.41379310344827586,0.1951219512195122,0.542700612310667
0.9958246346555324,0.9925373134328358,0.9925373134328358,0.9925373134328358,0.999718797317759,EMAIL_NoQuantum_TextOnly,4.087,0.3241,1912,479,0.9915254237288136,0.9904761904761905,0.9904761904761905,0.9904761904761905,0.999418393311523,1.0,1.0,1.0,1.0,1.0
