experiment,n_test,accuracy,precision,recall,specificity,f1,auc,tp,tn,fp,fn
QTrustAgentX_StrongRouting,7932,0.986636409480585,0.9855949294151541,0.9838941616335922,0.9887766554433222,0.9847438111686816,0.9987786018559673,3421,4405,50,56
